date,home_team,home_score,away_score,away_team,neutral,tournament_name,tournament_year
2000-03-27,Thailand,2,0,Taiwan,True,AFC Asian Cup qualification,2000
2000-03-29,Malaysia,3,2,Thailand,False,AFC Asian Cup qualification,2000
2000-03-31,Jordan,0,1,Kazakhstan,True,AFC Asian Cup qualification,2000
2000-03-31,Maldives,0,8,Iran,True,AFC Asian Cup qualification,2000
2000-03-31,Qatar,1,0,Palestine,False,AFC Asian Cup qualification,2000
2000-03-31,Syria,1,0,Bahrain,False,AFC Asian Cup qualification,2000
2000-04-02,Bahrain,4,1,Maldives,True,AFC Asian Cup qualification,2000
2000-04-02,Palestine,2,0,Pakistan,True,AFC Asian Cup qualification,2000
2000-04-02,Qatar,3,1,Kazakhstan,False,AFC Asian Cup qualification,2000
2000-04-02,Syria,0,1,Iran,False,AFC Asian Cup qualification,2000
2000-04-04,Bahrain,1,0,Iran,True,AFC Asian Cup qualification,2000
2000-04-04,Malaysia,2,3,Taiwan,True,AFC Asian Cup qualification,2000
2000-04-04,Palestine,1,5,Jordan,True,AFC Asian Cup qualification,2000
2000-04-04,Qatar,5,0,Pakistan,False,AFC Asian Cup qualification,2000
2000-04-04,Syria,6,0,Maldives,False,AFC Asian Cup qualification,2000
2000-04-04,Thailand,5,3,North Korea,False,AFC Asian Cup qualification,2000
2000-04-05,Myanmar,2,0,Mongolia,True,AFC Asian Cup qualification,2000
2000-04-05,South Korea,9,0,Laos,False,AFC Asian Cup qualification,2000
2000-04-06,Kazakhstan,2,0,Palestine,True,AFC Asian Cup qualification,2000
2000-04-06,Malaysia,1,4,North Korea,True,AFC Asian Cup qualification,2000
2000-04-06,Pakistan,0,5,Jordan,True,AFC Asian Cup qualification,2000
2000-04-06,Thailand,1,0,Taiwan,False,AFC Asian Cup qualification,2000
2000-04-07,Myanmar,4,0,Laos,True,AFC Asian Cup qualification,2000
2000-04-07,South Korea,6,0,Mongolia,False,AFC Asian Cup qualification,2000
2000-04-08,Pakistan,0,4,Kazakhstan,True,AFC Asian Cup qualification,2000
2000-04-08,Qatar,2,2,Jordan,False,AFC Asian Cup qualification,2000
2000-04-08,Thailand,3,2,Malaysia,False,AFC Asian Cup qualification,2000
2000-04-09,Iran,3,0,Bahrain,False,AFC Asian Cup qualification,2000
2000-04-09,South Korea,4,0,Myanmar,False,AFC Asian Cup qualification,2000
2000-04-09,Laos,2,1,Mongolia,True,AFC Asian Cup qualification,2000
2000-04-09,Syria,2,1,Maldives,True,AFC Asian Cup qualification,2000
2000-04-11,Bahrain,1,0,Maldives,True,AFC Asian Cup qualification,2000
2000-04-11,Iran,1,1,Syria,False,AFC Asian Cup qualification,2000
2000-04-13,Bahrain,0,1,Syria,True,AFC Asian Cup qualification,2000
2000-04-13,Iran,3,0,Maldives,False,AFC Asian Cup qualification,2000
2003-03-16,Kyrgyzstan,1,2,Afghanistan,True,AFC Asian Cup qualification,2003
2003-03-18,Nepal,4,0,Afghanistan,False,AFC Asian Cup qualification,2003
2003-03-20,Nepal,0,2,Kyrgyzstan,False,AFC Asian Cup qualification,2003
2003-03-21,Macau,0,3,Pakistan,True,AFC Asian Cup qualification,2003
2003-03-21,Maldives,1,1,Brunei,False,AFC Asian Cup qualification,2003
2003-03-21,Sri Lanka,3,2,Timor-Leste,False,AFC Asian Cup qualification,2003
2003-03-23,Myanmar,5,0,Brunei,True,AFC Asian Cup qualification,2003
2003-03-23,Singapore,2,0,Macau,False,AFC Asian Cup qualification,2003
2003-03-24,North Korea,2,0,India,False,AFC Asian Cup qualification,2003
2003-03-25,Hong Kong,5,1,Laos,False,AFC Asian Cup qualification,2003
2003-03-25,Maldives,0,2,Myanmar,False,AFC Asian Cup qualification,2003
2003-03-25,Singapore,3,0,Pakistan,False,AFC Asian Cup qualification,2003
2003-03-25,Sri Lanka,2,1,Taiwan,False,AFC Asian Cup qualification,2003
2003-03-27,Laos,2,1,Bangladesh,True,AFC Asian Cup qualification,2003
2003-03-30,Hong Kong,2,2,Bangladesh,False,AFC Asian Cup qualification,2003
2003-03-30,India,1,1,North Korea,False,AFC Asian Cup qualification,2003
2003-04-23,Bhutan,6,0,Guam,False,AFC Asian Cup qualification,2003
2003-04-25,Guam,0,5,Mongolia,True,AFC Asian Cup qualification,2003
2003-04-27,Bhutan,0,0,Mongolia,False,AFC Asian Cup qualification,2003
2003-09-04,North Korea,0,1,Lebanon,False,AFC Asian Cup qualification,2003
2003-09-04,Singapore,1,3,Kuwait,False,AFC Asian Cup qualification,2003
2003-09-05,Iran,4,1,Jordan,False,AFC Asian Cup qualification,2003
2003-09-14,Kuwait,2,1,Qatar,False,AFC Asian Cup qualification,2003
2003-09-20,Qatar,2,2,Kuwait,False,AFC Asian Cup qualification,2003
2003-09-24,Qatar,1,1,Palestine,False,AFC Asian Cup qualification,2003
2003-09-25,South Korea,5,0,Vietnam,False,AFC Asian Cup qualification,2003
2003-09-25,Nepal,0,7,Oman,True,AFC Asian Cup qualification,2003
2003-09-26,Jordan,3,2,Iran,False,AFC Asian Cup qualification,2003
2003-09-27,South Korea,1,0,Oman,False,AFC Asian Cup qualification,2003
2003-09-27,Kuwait,4,0,Singapore,False,AFC Asian Cup qualification,2003
2003-09-27,Qatar,2,1,Palestine,False,AFC Asian Cup qualification,2003
2003-09-27,Vietnam,5,0,Nepal,True,AFC Asian Cup qualification,2003
2003-09-29,South Korea,16,0,Nepal,False,AFC Asian Cup qualification,2003
2003-09-29,Vietnam,0,6,Oman,True,AFC Asian Cup qualification,2003
2003-10-05,Kuwait,2,1,Palestine,False,AFC Asian Cup qualification,2003
2003-10-06,Indonesia,2,0,Bhutan,True,AFC Asian Cup qualification,2003
2003-10-06,Saudi Arabia,7,0,Yemen,False,AFC Asian Cup qualification,2003
2003-10-08,Iraq,5,1,Bahrain,True,AFC Asian Cup qualification,2003
2003-10-08,Kuwait,4,0,Palestine,False,AFC Asian Cup qualification,2003
2003-10-08,Malaysia,4,0,Myanmar,False,AFC Asian Cup qualification,2003
2003-10-08,Saudi Arabia,6,0,Bhutan,False,AFC Asian Cup qualification,2003
2003-10-08,Yemen,0,3,Indonesia,True,AFC Asian Cup qualification,2003
2003-10-10,Bhutan,0,8,Yemen,True,AFC Asian Cup qualification,2003
2003-10-10,Myanmar,1,3,Bahrain,True,AFC Asian Cup qualification,2003
2003-10-10,Malaysia,0,0,Iraq,False,AFC Asian Cup qualification,2003
2003-10-10,Saudi Arabia,5,0,Indonesia,False,AFC Asian Cup qualification,2003
2003-10-12,Iraq,3,0,Myanmar,True,AFC Asian Cup qualification,2003
2003-10-12,Malaysia,2,2,Bahrain,False,AFC Asian Cup qualification,2003
2003-10-13,Bhutan,0,2,Indonesia,True,AFC Asian Cup qualification,2003
2003-10-13,Saudi Arabia,3,1,Yemen,False,AFC Asian Cup qualification,2003
2003-10-15,Indonesia,2,2,Yemen,True,AFC Asian Cup qualification,2003
2003-10-15,Saudi Arabia,4,0,Bhutan,False,AFC Asian Cup qualification,2003
2003-10-15,Syria,5,0,Sri Lanka,False,AFC Asian Cup qualification,2003
2003-10-17,Jordan,1,0,Lebanon,False,AFC Asian Cup qualification,2003
2003-10-17,Saudi Arabia,6,0,Indonesia,False,AFC Asian Cup qualification,2003
2003-10-17,Yemen,4,0,Bhutan,True,AFC Asian Cup qualification,2003
2003-10-18,Syria,8,0,Sri Lanka,False,AFC Asian Cup qualification,2003
2003-10-19,Oman,6,0,Nepal,False,AFC Asian Cup qualification,2003
2003-10-19,Singapore,2,0,Palestine,False,AFC Asian Cup qualification,2003
2003-10-19,Turkmenistan,1,0,United Arab Emirates,False,AFC Asian Cup qualification,2003
2003-10-19,Vietnam,1,0,South Korea,True,AFC Asian Cup qualification,2003
2003-10-20,Bahrain,4,0,Myanmar,False,AFC Asian Cup qualification,2003
2003-10-20,Iraq,5,1,Malaysia,True,AFC Asian Cup qualification,2003
2003-10-21,Nepal,0,2,Vietnam,True,AFC Asian Cup qualification,2003
2003-10-21,Oman,3,1,South Korea,False,AFC Asian Cup qualification,2003
2003-10-22,Bahrain,3,1,Malaysia,False,AFC Asian Cup qualification,2003
2003-10-22,Myanmar,1,3,Iraq,True,AFC Asian Cup qualification,2003
2003-10-22,Singapore,0,0,Palestine,False,AFC Asian Cup qualification,2003
2003-10-24,Bahrain,1,0,Iraq,False,AFC Asian Cup qualification,2003
2003-10-24,Myanmar,2,1,Malaysia,True,AFC Asian Cup qualification,2003
2003-10-24,Nepal,0,7,South Korea,True,AFC Asian Cup qualification,2003
2003-10-24,Oman,2,0,Vietnam,False,AFC Asian Cup qualification,2003
2003-10-27,North Korea,1,3,Iran,False,AFC Asian Cup qualification,2003
2003-10-30,United Arab Emirates,1,1,Turkmenistan,False,AFC Asian Cup qualification,2003
2003-11-03,Lebanon,1,1,North Korea,False,AFC Asian Cup qualification,2003
2003-11-06,Thailand,0,1,Tajikistan,True,AFC Asian Cup qualification,2003
2003-11-06,Uzbekistan,4,1,Hong Kong,False,AFC Asian Cup qualification,2003
2003-11-07,Syria,1,3,United Arab Emirates,False,AFC Asian Cup qualification,2003
2003-11-08,Hong Kong,0,0,Tajikistan,True,AFC Asian Cup qualification,2003
2003-11-08,Uzbekistan,3,0,Thailand,False,AFC Asian Cup qualification,2003
2003-11-09,Turkmenistan,1,0,Sri Lanka,False,AFC Asian Cup qualification,2003
2003-11-10,Hong Kong,2,1,Thailand,True,AFC Asian Cup qualification,2003
2003-11-10,Uzbekistan,0,0,Tajikistan,False,AFC Asian Cup qualification,2003
2003-11-12,Iran,3,0,North Korea,False,AFC Asian Cup qualification,2003
2003-11-12,Lebanon,0,2,Jordan,False,AFC Asian Cup qualification,2003
2003-11-12,Turkmenistan,3,0,Sri Lanka,False,AFC Asian Cup qualification,2003
2003-11-14,United Arab Emirates,3,1,Syria,False,AFC Asian Cup qualification,2003
2003-11-17,Tajikistan,1,4,Uzbekistan,True,AFC Asian Cup qualification,2003
2003-11-17,Thailand,4,0,Hong Kong,False,AFC Asian Cup qualification,2003
2003-11-18,Jordan,3,0,North Korea,False,AFC Asian Cup qualification,2003
2003-11-18,United Arab Emirates,3,1,Sri Lanka,False,AFC Asian Cup qualification,2003
2003-11-19,Hong Kong,0,1,Uzbekistan,True,AFC Asian Cup qualification,2003
2003-11-19,Lebanon,0,3,Iran,False,AFC Asian Cup qualification,2003
2003-11-19,Qatar,2,0,Singapore,False,AFC Asian Cup qualification,2003
2003-11-19,Thailand,1,0,Tajikistan,False,AFC Asian Cup qualification,2003
2003-11-21,Tajikistan,1,0,Hong Kong,True,AFC Asian Cup qualification,2003
2003-11-21,Thailand,4,1,Uzbekistan,False,AFC Asian Cup qualification,2003
2003-11-22,United Arab Emirates,3,0,Sri Lanka,False,AFC Asian Cup qualification,2003
2003-11-28,Iran,1,0,Lebanon,False,AFC Asian Cup qualification,2003
2003-11-28,Syria,1,1,Turkmenistan,False,AFC Asian Cup qualification,2003
2005-12-22,Bangladesh,0,0,Pakistan,False,AFC Asian Cup qualification,2005
2005-12-26,Pakistan,0,1,Bangladesh,False,AFC Asian Cup qualification,2005
2006-02-22,Bahrain,1,3,Australia,False,AFC Asian Cup qualification,2006
2006-02-22,China PR,2,0,Palestine,False,AFC Asian Cup qualification,2006
2006-02-22,Hong Kong,0,3,Qatar,False,AFC Asian Cup qualification,2006
2006-02-22,Iran,4,0,Taiwan,False,AFC Asian Cup qualification,2006
2006-02-22,Japan,6,0,India,False,AFC Asian Cup qualification,2006
2006-02-22,Jordan,3,0,Pakistan,False,AFC Asian Cup qualification,2006
2006-02-22,Lebanon,1,1,Kuwait,False,AFC Asian Cup qualification,2006
2006-02-22,Singapore,2,0,Iraq,False,AFC Asian Cup qualification,2006
2006-02-22,Syria,1,2,South Korea,False,AFC Asian Cup qualification,2006
2006-02-22,United Arab Emirates,1,0,Oman,False,AFC Asian Cup qualification,2006
2006-02-22,Uzbekistan,5,0,Bangladesh,False,AFC Asian Cup qualification,2006
2006-02-22,Yemen,0,4,Saudi Arabia,False,AFC Asian Cup qualification,2006
2006-03-01,Bangladesh,0,1,Hong Kong,False,AFC Asian Cup qualification,2006
2006-03-01,India,0,3,Yemen,False,AFC Asian Cup qualification,2006
2006-03-01,Iraq,2,1,China PR,True,AFC Asian Cup qualification,2006
2006-03-01,Kuwait,0,0,Bahrain,False,AFC Asian Cup qualification,2006
2006-03-01,Oman,3,0,Jordan,False,AFC Asian Cup qualification,2006
2006-03-01,Pakistan,1,4,United Arab Emirates,False,AFC Asian Cup qualification,2006
2006-03-01,Palestine,1,0,Singapore,True,AFC Asian Cup qualification,2006
2006-03-01,Qatar,2,1,Uzbekistan,False,AFC Asian Cup qualification,2006
2006-08-16,Australia,2,0,Kuwait,False,AFC Asian Cup qualification,2006
2006-08-16,Bangladesh,1,4,Qatar,False,AFC Asian Cup qualification,2006
2006-08-16,China PR,1,0,Singapore,False,AFC Asian Cup qualification,2006
2006-08-16,India,0,3,Saudi Arabia,False,AFC Asian Cup qualification,2006
2006-08-16,Iran,1,1,Syria,False,AFC Asian Cup qualification,2006
2006-08-16,Japan,2,0,Yemen,False,AFC Asian Cup qualification,2006
2006-08-16,Jordan,1,2,United Arab Emirates,False,AFC Asian Cup qualification,2006
2006-08-16,Pakistan,1,4,Oman,False,AFC Asian Cup qualification,2006
2006-08-16,Uzbekistan,2,2,Hong Kong,False,AFC Asian Cup qualification,2006
2006-08-17,Palestine,0,3,Iraq,True,AFC Asian Cup qualification,2006
2006-09-02,South Korea,1,1,Iran,False,AFC Asian Cup qualification,2006
2006-09-03,Saudi Arabia,1,0,Japan,False,AFC Asian Cup qualification,2006
2006-09-06,Hong Kong,0,0,Uzbekistan,False,AFC Asian Cup qualification,2006
2006-09-06,Iraq,2,2,Palestine,True,AFC Asian Cup qualification,2006
2006-09-06,South Korea,8,0,Taiwan,False,AFC Asian Cup qualification,2006
2006-09-06,Kuwait,2,0,Australia,False,AFC Asian Cup qualification,2006
2006-09-06,Oman,5,0,Pakistan,False,AFC Asian Cup qualification,2006
2006-09-06,Qatar,3,0,Bangladesh,False,AFC Asian Cup qualification,2006
2006-09-06,Saudi Arabia,7,1,India,False,AFC Asian Cup qualification,2006
2006-09-06,Singapore,0,0,China PR,False,AFC Asian Cup qualification,2006
2006-09-06,United Arab Emirates,0,0,Jordan,False,AFC Asian Cup qualification,2006
2006-09-06,Yemen,0,1,Japan,False,AFC Asian Cup qualification,2006
2006-10-11,Australia,2,0,Bahrain,False,AFC Asian Cup qualification,2006
2006-10-11,Bangladesh,0,4,Uzbekistan,False,AFC Asian Cup qualification,2006
2006-10-11,India,0,3,Japan,False,AFC Asian Cup qualification,2006
2006-10-11,Iraq,4,2,Singapore,True,AFC Asian Cup qualification,2006
2006-10-11,South Korea,1,1,Syria,False,AFC Asian Cup qualification,2006
2006-10-11,Oman,2,1,United Arab Emirates,False,AFC Asian Cup qualification,2006
2006-10-11,Pakistan,0,3,Jordan,False,AFC Asian Cup qualification,2006
2006-10-11,Palestine,0,2,China PR,True,AFC Asian Cup qualification,2006
2006-10-11,Qatar,2,0,Hong Kong,False,AFC Asian Cup qualification,2006
2006-10-11,Saudi Arabia,5,0,Yemen,False,AFC Asian Cup qualification,2006
2006-11-15,Bahrain,2,1,Kuwait,False,AFC Asian Cup qualification,2006
2006-11-15,China PR,1,1,Iraq,False,AFC Asian Cup qualification,2006
2006-11-15,Hong Kong,2,0,Bangladesh,False,AFC Asian Cup qualification,2006
2006-11-15,Iran,2,0,South Korea,False,AFC Asian Cup qualification,2006
2006-11-15,Japan,3,1,Saudi Arabia,False,AFC Asian Cup qualification,2006
2006-11-15,Jordan,3,0,Oman,False,AFC Asian Cup qualification,2006
2006-11-15,Syria,3,0,Taiwan,False,AFC Asian Cup qualification,2006
2006-11-15,United Arab Emirates,3,2,Pakistan,False,AFC Asian Cup qualification,2006
2006-11-15,Uzbekistan,2,0,Qatar,False,AFC Asian Cup qualification,2006
2006-11-15,Yemen,2,1,India,False,AFC Asian Cup qualification,2006
2008-04-09,Lebanon,4,0,Maldives,False,AFC Asian Cup qualification,2008
2008-04-23,Maldives,1,2,Lebanon,False,AFC Asian Cup qualification,2008
2009-01-14,Iran,6,0,Singapore,False,AFC Asian Cup qualification,2009
2009-01-14,Jordan,0,0,Thailand,False,AFC Asian Cup qualification,2009
2009-01-14,Syria,3,2,China PR,False,AFC Asian Cup qualification,2009
2009-01-14,Vietnam,3,1,Lebanon,False,AFC Asian Cup qualification,2009
2009-01-19,Oman,0,0,Indonesia,False,AFC Asian Cup qualification,2009
2009-01-20,Japan,2,1,Yemen,False,AFC Asian Cup qualification,2009
2009-01-21,China PR,6,1,Vietnam,False,AFC Asian Cup qualification,2009
2009-01-21,Hong Kong,1,3,Bahrain,False,AFC Asian Cup qualification,2009
2009-01-21,Malaysia,0,5,United Arab Emirates,False,AFC Asian Cup qualification,2009
2009-01-28,Bahrain,1,0,Japan,False,AFC Asian Cup qualification,2009
2009-01-28,Indonesia,0,0,Australia,False,AFC Asian Cup qualification,2009
2009-01-28,Kuwait,0,1,Oman,False,AFC Asian Cup qualification,2009
2009-01-28,Lebanon,0,2,Syria,False,AFC Asian Cup qualification,2009
2009-01-28,Singapore,2,1,Jordan,False,AFC Asian Cup qualification,2009
2009-01-28,Thailand,0,0,Iran,False,AFC Asian Cup qualification,2009
2009-01-28,United Arab Emirates,0,1,Uzbekistan,False,AFC Asian Cup qualification,2009
2009-01-28,Yemen,1,0,Hong Kong,False,AFC Asian Cup qualification,2009
2009-03-05,Australia,0,1,Kuwait,False,AFC Asian Cup qualification,2009
2009-10-08,Japan,6,0,Hong Kong,False,AFC Asian Cup qualification,2009
2009-10-14,Australia,1,0,Oman,False,AFC Asian Cup qualification,2009
2009-11-14,Iran,1,0,Jordan,False,AFC Asian Cup qualification,2009
2009-11-14,Kuwait,2,1,Indonesia,False,AFC Asian Cup qualification,2009
2009-11-14,Lebanon,0,2,China PR,False,AFC Asian Cup qualification,2009
2009-11-14,Oman,1,2,Australia,False,AFC Asian Cup qualification,2009
2009-11-14,Singapore,1,3,Thailand,False,AFC Asian Cup qualification,2009
2009-11-14,Uzbekistan,3,1,Malaysia,False,AFC Asian Cup qualification,2009
2009-11-14,Vietnam,0,1,Syria,False,AFC Asian Cup qualification,2009
2009-11-18,Bahrain,4,0,Yemen,False,AFC Asian Cup qualification,2009
2009-11-18,Hong Kong,0,4,Japan,False,AFC Asian Cup qualification,2009
2009-11-18,Indonesia,1,1,Kuwait,False,AFC Asian Cup qualification,2009
2009-11-18,Malaysia,1,3,Uzbekistan,False,AFC Asian Cup qualification,2009
2009-11-18,Syria,0,0,Vietnam,False,AFC Asian Cup qualification,2009
2009-11-18,Thailand,0,1,Singapore,False,AFC Asian Cup qualification,2009
2009-11-22,China PR,1,0,Lebanon,False,AFC Asian Cup qualification,2009
2009-11-22,Jordan,1,0,Iran,False,AFC Asian Cup qualification,2009
2010-01-06,Bahrain,4,0,Hong Kong,False,AFC Asian Cup qualification,2010
2010-01-06,China PR,0,0,Syria,False,AFC Asian Cup qualification,2010
2010-01-06,Indonesia,1,2,Oman,False,AFC Asian Cup qualification,2010
2010-01-06,Kuwait,2,2,Australia,False,AFC Asian Cup qualification,2010
2010-01-06,Lebanon,1,1,Vietnam,False,AFC Asian Cup qualification,2010
2010-01-06,Singapore,1,3,Iran,False,AFC Asian Cup qualification,2010
2010-01-06,Thailand,0,0,Jordan,False,AFC Asian Cup qualification,2010
2010-01-06,United Arab Emirates,1,0,Malaysia,False,AFC Asian Cup qualification,2010
2010-01-06,Yemen,2,3,Japan,False,AFC Asian Cup qualification,2010
2010-01-17,Vietnam,1,2,China PR,False,AFC Asian Cup qualification,2010
2010-01-20,Yemen,3,0,Bahrain,False,AFC Asian Cup qualification,2010
2010-03-03,Australia,1,0,Indonesia,False,AFC Asian Cup qualification,2010
2010-03-03,Hong Kong,0,0,Yemen,False,AFC Asian Cup qualification,2010
2010-03-03,Iran,1,0,Thailand,False,AFC Asian Cup qualification,2010
2010-03-03,Japan,2,0,Bahrain,False,AFC Asian Cup qualification,2010
2010-03-03,Jordan,2,1,Singapore,False,AFC Asian Cup qualification,2010
2010-03-03,Oman,0,0,Kuwait,False,AFC Asian Cup qualification,2010
2010-03-03,Syria,4,0,Lebanon,False,AFC Asian Cup qualification,2010
2010-03-03,Uzbekistan,0,1,United Arab Emirates,False,AFC Asian Cup qualification,2010
2013-02-06,Iran,5,0,Lebanon,False,AFC Asian Cup qualification,2013
2013-02-06,Iraq,1,0,Indonesia,True,AFC Asian Cup qualification,2013
2013-02-06,Jordan,4,0,Singapore,False,AFC Asian Cup qualification,2013
2013-02-06,Oman,1,0,Syria,False,AFC Asian Cup qualification,2013
2013-02-06,Qatar,2,0,Malaysia,False,AFC Asian Cup qualification,2013
2013-02-06,Saudi Arabia,2,1,China PR,False,AFC Asian Cup qualification,2013
2013-02-06,Thailand,1,3,Kuwait,False,AFC Asian Cup qualification,2013
2013-02-06,Uzbekistan,0,0,Hong Kong,False,AFC Asian Cup qualification,2013
2013-02-06,Vietnam,1,2,United Arab Emirates,False,AFC Asian Cup qualification,2013
2013-02-06,Yemen,0,2,Bahrain,True,AFC Asian Cup qualification,2013
2013-03-22,Bahrain,1,0,Qatar,False,AFC Asian Cup qualification,2013
2013-03-22,China PR,1,0,Iraq,False,AFC Asian Cup qualification,2013
2013-03-22,Hong Kong,1,0,Vietnam,False,AFC Asian Cup qualification,2013
2013-03-22,Lebanon,5,2,Thailand,False,AFC Asian Cup qualification,2013
2013-03-22,Malaysia,2,1,Yemen,False,AFC Asian Cup qualification,2013
2013-03-22,United Arab Emirates,2,1,Uzbekistan,False,AFC Asian Cup qualification,2013
2013-03-23,Indonesia,1,2,Saudi Arabia,False,AFC Asian Cup qualification,2013
2013-03-26,Kuwait,1,1,Iran,False,AFC Asian Cup qualification,2013
2013-08-14,Singapore,0,2,Oman,False,AFC Asian Cup qualification,2013
2013-08-15,Syria,1,1,Jordan,True,AFC Asian Cup qualification,2013
2013-10-13,Qatar,6,0,Yemen,False,AFC Asian Cup qualification,2013
2013-10-15,Hong Kong,0,4,United Arab Emirates,False,AFC Asian Cup qualification,2013
2013-10-15,Indonesia,1,1,China PR,False,AFC Asian Cup qualification,2013
2013-10-15,Iran,2,1,Thailand,False,AFC Asian Cup qualification,2013
2013-10-15,Iraq,0,2,Saudi Arabia,True,AFC Asian Cup qualification,2013
2013-10-15,Jordan,0,0,Oman,False,AFC Asian Cup qualification,2013
2013-10-15,Lebanon,1,1,Kuwait,False,AFC Asian Cup qualification,2013
2013-10-15,Malaysia,1,1,Bahrain,False,AFC Asian Cup qualification,2013
2013-10-15,Singapore,2,1,Syria,False,AFC Asian Cup qualification,2013
2013-10-15,Uzbekistan,3,1,Vietnam,False,AFC Asian Cup qualification,2013
2013-11-15,Bahrain,1,0,Malaysia,False,AFC Asian Cup qualification,2013
2013-11-15,China PR,1,0,Indonesia,False,AFC Asian Cup qualification,2013
2013-11-15,Kuwait,0,0,Lebanon,False,AFC Asian Cup qualification,2013
2013-11-15,Saudi Arabia,2,1,Iraq,False,AFC Asian Cup qualification,2013
